sample_id,severity,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,from_project,label,type_class,type_innerclass,type_interface
6013107,none,4,2,2,2,1,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,19,8,0,1,0,0.0,1.0,0.0
7056354,none,6,24,2,9,0,0.0,0.0,7,0,6,0,0,1,7,0,1,0,2,0,0,0,0,2,0,0,0,80,8,3,10,2,0,2,11,7,1,5,2,0,0,0,182,1,0,1,0,1.0,0.0,0.0
8284419,none,4,3,1,0,0,0.0,0.0,3,1,2,1,0,0,2,0,0,0,2,1,0,2,0,0,2,0,0,38,2,0,0,0,0,1,0,2,0,2,0,0,1,0,14,1,0,1,0,1.0,0.0,0.0
9008405,none,6,16,1,14,4,0.0,0.0,4,0,2,0,2,0,4,0,0,0,4,2,2,0,0,2,4,0,5,84,2,2,2,0,3,5,8,21,12,14,4,0,1,0,93,1025,0,1,0,1.0,0.0,0.0
7742878,none,18,18,1,15,153,0.0,0.0,18,18,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,14,159,18,0,0,0,0,0,1,0,0,0,0,0,8,0,92,1,0,1,0,1.0,0.0,0.0
4206321,none,21,34,2,40,0,0.0,0.0,13,0,10,2,1,0,11,0,0,0,3,0,0,3,0,0,3,0,1,87,17,4,0,0,0,1,9,10,3,10,4,0,0,0,74,26,1,1,0,0.0,1.0,0.0
7997794,none,2,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,6,0,0,8,0,0,0,0,0,0,6,6,0,6,0,0,0,0,20,10,0,1,0,0.0,1.0,0.0
7216175,none,4,8,1,7,9,0.0,0.0,6,0,5,1,0,0,5,0,0,0,2,0,0,2,0,0,2,0,0,52,1,1,0,0,0,0,0,5,0,3,1,0,1,0,43,1,0,1,0,1.0,0.0,0.0
8669663,none,2,4,1,5,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,2,0,0,17,2,0,0,0,0,0,0,3,0,4,0,0,0,1,28,1,0,1,0,1.0,0.0,0.0
6866681,none,15,7,4,9,21,0.0,0.0,7,1,4,0,1,2,7,2,0,0,0,0,0,0,0,0,0,0,2,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1024,0,1,0,1.0,0.0,0.0
4948454,none,20,9,1,23,10,0.0,0.0,5,3,5,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,2,53,4,0,3,1,0,4,1,8,2,9,2,1,0,0,75,1,0,1,0,1.0,0.0,0.0
7245998,none,1,2,2,5,0,,,2,1,1,1,0,0,1,0,0,0,3,3,2,1,0,0,3,0,1,12,1,0,0,0,0,0,7,4,1,4,0,0,0,0,23,17,0,1,0,1.0,0.0,0.0
7659113,none,5,3,1,5,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,3,0,1,0,1,1,0,0,0,16,2,0,1,0,0.0,1.0,0.0
5808750,none,6,3,2,2,3,0.0,0.0,3,0,1,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,11,1025,0,1,0,1.0,0.0,0.0
8962839,none,2,1,1,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,1,0,0.0,1.0,0.0
7482780,none,3,3,1,1,1,0.0,0.0,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,1,0,1.0,0.0,0.0
5670492,none,9,1,3,2,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,38,1,0,1,0,1.0,0.0,0.0
6813948,none,7,11,1,18,12,0.0,0.0,9,0,7,2,0,0,7,0,0,0,4,0,0,4,0,0,4,0,1,46,3,1,0,0,0,1,0,8,1,7,1,0,0,0,100,17,0,1,0,1.0,0.0,0.0
5115838,none,46,454,13,157,727,0.0,0.0,43,8,25,0,18,0,43,0,0,0,42,26,24,1,17,0,26,0,300,2062,38,69,158,34,38,1259,200,558,281,363,7,0,11,0,651,1,28,1,0,1.0,0.0,0.0
6120570,none,4,2,1,2,0,,,2,0,1,1,0,0,1,0,0,0,3,1,0,3,0,0,3,0,0,12,1,0,0,0,0,0,1,3,0,3,0,0,0,0,18,25,0,1,0,0.0,1.0,0.0
8564748,none,13,17,1,21,6,0.0,0.0,4,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,51,2,0,3,1,4,4,2,7,0,7,2,0,0,0,105,17,0,1,0,1.0,0.0,0.0
6514803,none,4,4,2,0,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,15,1,0,0,0,0,5,0,1,0,1,0,0,0,0,34,0,0,1,0,1.0,0.0,0.0
3981336,none,5,5,3,5,0,0.0,0.0,5,0,3,0,2,0,5,0,0,0,2,0,0,2,0,0,2,0,2,22,3,0,0,0,0,1,0,2,0,2,0,0,0,0,28,1,0,1,0,1.0,0.0,0.0
8620569,none,6,6,4,6,0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,1,0,0,17,2,0,2,0,0,2,0,1,1,1,2,0,0,0,36,2,1,1,0,0.0,1.0,0.0
8754569,none,6,3,1,7,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,2,3,0,2,3,2,1,0,0,0,17,10,3,1,0,0.0,1.0,0.0
7143647,none,7,24,2,24,0,0.0,0.0,9,0,8,1,0,0,8,0,0,0,3,0,0,3,0,0,0,0,0,86,7,2,2,0,4,0,21,28,8,17,3,0,0,0,52,1,0,1,0,1.0,0.0,0.0
7633038,none,2,2,2,2,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8,2,0,1,0,0.0,1.0,0.0
4401103,none,28,46,1,90,124,0.0,0.0,20,0,11,9,0,0,11,0,0,0,45,0,0,45,0,0,0,0,22,681,6,0,18,14,0,68,83,112,14,87,3,12,1,0,198,1,0,1,0,1.0,0.0,0.0
6037459,none,15,19,2,35,36,0.0,0.0,9,3,6,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,96,5,5,2,0,0,13,8,16,1,16,3,3,0,0,77,1,0,1,0,1.0,0.0,0.0
6221363,none,6,13,2,3,41,0.0,0.0,10,0,10,0,0,0,10,0,0,0,2,1,0,0,2,0,0,0,0,65,11,0,3,0,1,0,0,2,0,2,1,1,0,0,70,1,0,1,0,1.0,0.0,0.0
7074545,none,3,2,1,1,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,10,0,1,0,0.0,1.0,0.0
3789205,none,8,48,1,22,122,0.033333335,0.05,17,0,2,1,14,0,16,1,9,0,4,0,0,4,0,0,4,0,5,180,18,2,9,4,0,0,6,20,0,17,5,0,0,0,121,1034,0,1,0,0.0,1.0,0.0
9394464,none,3,2,2,0,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1.0,0.0,0.0
8497585,none,12,11,3,24,5,0.0,0.0,6,0,6,0,0,0,6,0,0,0,5,3,0,5,0,0,5,0,4,74,6,2,1,2,0,28,1,19,3,17,2,0,0,0,92,1,2,1,0,1.0,0.0,0.0
7655364,none,3,3,1,0,1,0.0,0.0,3,0,3,0,0,0,3,1,1,0,1,0,0,1,0,0,1,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,37,1025,0,1,0,1.0,0.0,0.0
4042780,none,5,7,1,0,21,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,0,1,0,0.0,0.0,1.0
7961760,none,11,13,2,19,12,0.0,0.0,9,0,3,1,5,0,8,0,0,0,6,1,0,6,0,0,2,0,1,86,3,0,3,1,0,8,2,14,0,12,2,1,0,0,48,1,0,1,0,1.0,0.0,0.0
4329859,none,33,60,2,36,327,0.0,0.0,30,0,9,5,7,9,25,0,0,0,36,0,0,17,0,19,0,0,3,325,7,0,7,15,0,3,6,81,6,45,2,0,0,0,209,1,0,1,0,1.0,0.0,0.0
7600342,none,7,13,1,12,0,0.0,0.0,6,0,4,0,2,0,6,0,0,0,3,0,0,3,0,0,0,0,1,46,3,3,2,0,0,3,0,8,0,5,2,0,0,0,53,1,0,1,0,1.0,0.0,0.0
7721873,none,3,4,1,1,1,0.0,0.0,3,0,3,0,0,0,3,0,0,0,4,1,3,1,0,0,1,0,1,41,1,0,1,0,1,1,1,4,0,4,0,0,2,0,26,1,0,1,0,1.0,0.0,0.0
4459231,none,7,4,1,0,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,1,0,0.0,0.0,1.0
5507211,none,3,1,1,2,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0.0,1.0,0.0
8955824,none,7,13,2,20,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1,7,0,0,0,3,4,0,1,3,0,0,0,36,10,0,1,0,0.0,1.0,0.0
7787478,none,4,8,3,11,21,0.0,0.0,7,0,6,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,6,1,0,0,0,1,0,0,0,40,1,0,1,0,1.0,0.0,0.0
8435719,none,2,8,3,2,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,27,1,0,2,0,0,4,0,7,2,5,3,0,0,0,22,1,0,1,0,1.0,0.0,0.0
4534678,none,8,5,2,14,2,0.0,0.0,4,0,2,2,0,0,2,0,0,0,6,4,0,6,0,0,4,0,0,39,0,1,0,0,0,5,5,9,0,10,1,0,0,0,41,1,0,1,0,1.0,0.0,0.0
9388648,none,2,2,2,5,1,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,1.0,0.0,0.0
7377288,none,7,6,1,16,0,0.0,0.0,4,0,3,0,0,1,4,0,0,0,5,0,0,5,0,0,3,0,1,23,3,0,2,0,2,0,0,5,0,7,0,0,0,2,53,1,0,1,0,1.0,0.0,0.0
7161553,none,5,8,1,10,4,0.0,0.0,4,2,3,1,0,0,3,0,0,0,5,1,0,5,0,0,5,0,3,124,4,1,1,0,0,5,1,8,0,7,2,1,2,0,83,16,0,1,0,1.0,0.0,0.0
7521109,none,5,17,1,6,23,0.0,0.0,10,0,10,0,0,0,10,0,0,0,6,0,0,6,0,0,0,0,0,53,3,0,4,0,2,0,0,12,0,7,1,0,0,0,100,1,0,1,0,1.0,0.0,0.0
4169071,none,9,19,2,18,0,0.0,0.0,9,1,8,0,0,1,9,0,0,0,7,0,0,5,0,2,0,0,6,84,9,5,2,2,7,8,21,37,14,25,2,0,0,0,121,1,0,1,0,1.0,0.0,0.0
7779168,none,5,2,1,2,0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,2,0,0,2,0,0,2,0,1,11,1,0,0,0,0,0,0,2,0,2,0,0,0,0,10,1,0,1,0,1.0,0.0,0.0
5690831,none,3,21,1,12,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,65,1,3,12,0,6,2,22,26,8,15,5,0,0,0,34,1,0,1,0,1.0,0.0,0.0
4273448,none,9,5,3,7,10,0.0,0.0,5,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,3,24,4,0,0,0,0,1,12,7,0,3,0,0,0,0,58,1,0,1,0,1.0,0.0,0.0
4285731,none,14,8,3,8,9,0.0,0.0,6,3,4,1,1,0,5,1,0,0,1,0,0,1,0,0,0,0,1,65,4,0,0,0,1,0,0,5,0,2,2,0,2,0,36,1024,0,1,0,1.0,0.0,0.0
8677594,none,2,6,1,0,15,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,1,0,0.0,0.0,1.0
4780738,none,7,174,1,21,113,0.0,0.0,18,0,7,10,1,0,8,0,2,0,17,6,3,2,2,10,8,0,1,365,11,9,54,4,33,9,255,107,13,38,8,0,0,0,129,1,0,1,0,1.0,0.0,0.0
7206504,none,10,1,1,0,0,,,1,1,1,0,0,0,1,0,0,0,7,0,0,1,0,6,1,0,0,82,1,0,0,0,0,8,0,1,0,7,0,0,2,0,123,1,0,1,0,1.0,0.0,0.0
5925637,none,40,69,1,99,76,0.0,0.0,24,0,21,3,0,0,21,0,0,0,12,1,0,12,0,0,5,0,23,325,20,5,27,7,3,22,7,52,12,52,4,5,0,0,124,1,15,1,0,1.0,0.0,0.0
8937461,none,16,19,1,38,3,0.0,0.0,3,3,0,1,2,0,2,0,0,0,1,1,0,1,0,0,1,0,5,77,4,5,3,0,2,14,11,23,7,16,3,0,0,0,71,1,3,1,0,1.0,0.0,0.0
3908492,none,25,20,2,37,83,0.0,0.0,14,0,13,1,0,0,13,0,0,0,10,1,0,10,0,0,1,0,2,99,4,0,0,2,0,9,1,19,0,18,2,0,0,0,113,1,4,1,0,1.0,0.0,0.0
3962016,none,5,5,4,2,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,4,0,2,0,2,0,2,0,0,32,0,0,0,0,0,0,0,8,0,4,1,2,0,0,68,1,0,1,0,1.0,0.0,0.0
4556869,none,15,7,3,19,1,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,66,0,0,2,3,0,3,0,3,1,3,4,1,1,0,64,0,0,1,0,1.0,0.0,0.0
4620157,none,26,220,1,130,1031,0.0,0.0,46,46,35,11,0,0,35,0,0,0,5,5,2,3,0,0,5,0,96,689,76,29,71,1,4,22,40,189,7,151,7,2,1,4,356,1,0,1,0,1.0,0.0,0.0
7529982,none,6,3,1,5,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,0,0,0,0,1,0,1,1,0,0,0,12,1,0,1,0,1.0,0.0,0.0
9104666,none,16,4,10,10,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,3,57,3,0,0,0,0,0,1,3,0,3,0,0,1,0,26,17,0,1,0,1.0,0.0,0.0
8674484,none,14,34,1,30,33,0.0,0.0,15,0,11,0,0,4,15,0,0,0,4,1,0,4,0,0,1,0,4,83,13,0,8,0,0,6,7,11,0,4,2,0,0,0,67,1,0,1,0,1.0,0.0,0.0
5655437,none,4,2,9,1,1,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,1,0,1,0,0,1,0,1,39,1,0,0,0,0,1,1,1,0,1,0,0,2,0,54,1024,0,1,0,1.0,0.0,0.0
8731323,none,5,5,2,8,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,5,0,4,1,0,0,0,18,10,0,1,0,0.0,1.0,0.0
3862557,none,3,13,1,3,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,2,51,9,0,6,2,0,3,0,6,0,2,2,0,0,0,20,1,0,1,0,1.0,0.0,0.0
7022531,none,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,16,16,16,0,0,0,16,0,0,18,0,0,0,0,0,13,3,16,0,16,0,0,0,0,26,1,0,1,0,1.0,0.0,0.0
5728323,none,10,13,3,9,35,0.0,0.0,10,0,6,1,1,2,9,2,1,0,6,3,0,6,0,0,6,0,1,51,2,0,0,0,0,7,5,7,3,7,1,0,0,0,98,1025,2,1,0,1.0,0.0,0.0
4292390,none,2,34,1,38,60,0.0,0.0,12,0,5,2,5,0,10,0,0,0,3,3,0,3,0,0,3,0,10,140,13,2,8,6,3,14,20,31,14,27,3,0,0,0,126,1,0,1,0,1.0,0.0,0.0
5491608,none,3,11,2,0,25,0.0,0.0,10,0,8,0,2,0,10,0,0,0,3,0,0,1,2,0,0,0,0,38,4,0,1,0,0,0,0,5,0,3,0,0,0,0,29,1,0,1,0,1.0,0.0,0.0
8974133,none,4,3,2,2,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,11,1,0,1,0,0,0,1,1,0,1,0,0,0,0,25,10,0,1,0,0.0,1.0,0.0
7437145,none,6,3,1,3,3,0.0,0.0,3,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,4,0,0,0,2,18,1,0,1,0,0.0,0.0,1.0
6634928,none,2,3,3,2,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,12,2,0,0,0,0,0,0,1,0,1,0,0,0,0,7,10,0,1,0,0.0,1.0,0.0
3946225,none,5,1,2,0,0,,,1,0,1,0,0,0,1,1,0,0,2,0,2,0,0,0,2,0,0,12,0,0,0,0,0,0,0,2,0,2,0,1,0,0,41,1025,0,1,0,1.0,0.0,0.0
9453983,none,5,20,3,17,0,0.0,0.0,11,0,8,1,0,2,10,0,0,0,8,2,0,8,0,0,5,0,2,91,7,2,3,0,1,2,10,20,6,15,2,1,0,0,160,1,0,1,0,1.0,0.0,0.0
4075287,none,6,2,3,0,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,2,1,1,0,0,2,0,0,21,2,0,0,0,0,0,1,2,0,2,0,2,0,0,29,1,0,1,0,1.0,0.0,0.0
7327189,none,26,12,6,25,21,0.0,0.0,10,0,7,3,0,0,7,0,0,0,7,0,0,7,0,0,5,0,4,243,1,0,1,0,0,3,1,10,0,10,1,2,6,0,57,1,0,1,0,1.0,0.0,0.0
5475426,none,11,23,1,23,231,0.0,0.0,22,0,6,0,16,0,22,2,0,0,2,2,1,1,0,0,2,0,6,73,7,0,1,1,1,0,5,4,2,4,1,0,0,0,80,1025,0,1,0,1.0,0.0,0.0
3881454,none,21,15,1,52,15,0.0,0.0,6,0,4,2,0,0,4,0,0,0,3,1,0,3,0,0,1,0,8,46,10,1,2,0,0,4,1,7,1,7,2,0,0,0,69,1,0,1,0,1.0,0.0,0.0
7428271,none,12,2,3,3,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,1,1,1,1,0,2,0,3,13,0,0,0,0,0,1,0,3,0,3,0,0,0,0,30,25,0,1,0,0.0,1.0,0.0
6010190,none,2,4,1,10,4,0.0,0.0,4,2,2,2,0,0,2,0,0,0,1,1,0,1,0,0,1,0,2,24,4,0,0,1,0,0,0,3,0,3,1,0,2,0,22,16,0,1,0,1.0,0.0,0.0
3922790,none,16,16,1,31,0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,91,1,4,3,5,0,12,2,17,3,14,6,0,0,0,99,1,7,1,0,1.0,0.0,0.0
6079026,none,43,27,2,87,43,0.0,0.0,10,4,1,8,0,1,2,0,0,0,3,1,0,3,0,0,3,0,23,154,8,0,0,0,1,11,2,21,2,23,6,0,1,3,134,17,8,1,0,1.0,0.0,0.0
7513555,none,18,17,5,22,36,0.0,0.0,9,5,9,0,0,0,9,0,0,0,1,1,1,0,0,0,1,0,12,53,7,0,7,0,1,0,6,12,0,10,2,0,0,0,78,17,0,1,0,1.0,0.0,0.0
6437526,none,1,1,1,2,0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,1,0,1.0,0.0,0.0
7201055,none,6,3,1,5,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,1,0,0,19,3,0,0,0,0,3,0,4,0,4,0,0,0,0,21,9,0,1,0,0.0,1.0,0.0
4493181,none,7,10,2,13,0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,51,0,3,0,1,0,2,1,20,0,16,2,0,0,0,82,9,0,1,0,0.0,1.0,0.0
8829081,none,5,2,2,6,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,2,0,0,0,0,16,10,0,1,0,0.0,1.0,0.0
4135708,none,12,3,1,6,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,1,0,0,0,0,2,0,2,1,0,0,0,50,10,0,1,0,0.0,1.0,0.0
4078869,none,1,4,1,0,6,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,64,1,0,1,0,0.0,0.0,1.0
7790376,none,10,16,7,6,87,0.0,0.0,15,0,8,0,7,0,15,0,3,0,3,2,0,3,0,0,3,0,0,76,4,0,1,0,0,4,1,3,0,3,1,1,0,0,86,1025,3,1,0,1.0,0.0,0.0
7942242,none,1,6,3,1,15,0.0,0.0,6,0,4,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,4,0,0,1,0,0,0,0,0,30,1,0,1,0,1.0,0.0,0.0
4277815,none,1,4,4,0,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,15,0,0,0,0,0,1,1,1,0,1,0,0,0,0,22,1,0,1,0,1.0,0.0,0.0
9141639,none,3,5,2,4,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,19,4,0,0,0,0,0,0,1,0,1,0,0,0,0,13,0,0,1,0,1.0,0.0,0.0
6940330,none,1,3,1,0,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,2,0,0,0,0,1,0,1,1,1,0,0,0,0,42,9,0,1,0,0.0,1.0,0.0
4567462,none,3,2,2,2,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,1,0,0.0,1.0,0.0
8256644,none,8,25,2,25,15,0.0,0.0,10,0,9,0,1,0,10,0,4,0,9,7,7,0,2,0,7,0,0,224,7,2,3,4,3,12,21,48,0,29,6,0,1,0,95,1,0,1,0,1.0,0.0,0.0
9014115,none,1,4,1,0,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,9,0,1,0,0.0,0.0,1.0
8224255,none,6,7,1,4,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,25,2,0,0,1,1,6,0,1,2,1,1,0,0,0,39,17,0,1,0,1.0,0.0,0.0
3923939,none,11,54,1,75,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,254,0,16,0,0,0,0,38,44,4,32,5,0,0,0,54,10,0,1,0,0.0,1.0,0.0
4503220,none,0,15,1,2,77,0.0,0.0,15,0,15,0,0,0,15,0,0,0,18,4,4,14,0,0,18,0,0,82,14,0,0,0,0,37,0,20,31,20,0,0,0,0,64,1,0,1,0,1.0,0.0,0.0
6176170,none,3,5,1,4,0,0.0,0.0,5,0,4,1,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,23,0,0,0,0,0,0,0,1,0,1,0,0,1,0,32,1,0,1,0,1.0,0.0,0.0
7987645,none,1,2,2,0,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0,1.0,0.0,0.0
6613156,none,3,2,1,1,1,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,1,0,0.0,0.0,1.0
6308382,none,2,8,1,0,28,0.0,0.0,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1,0,0.0,0.0,1.0
7564300,none,10,6,3,7,1,0.0,0.0,3,0,2,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,2,23,3,0,2,0,0,1,0,4,0,3,1,0,0,0,37,1,0,1,0,1.0,0.0,0.0
9248213,none,2,2,1,0,1,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,1,1,0,0,0,1,0,0,14,1,0,0,0,0,0,0,1,0,1,0,1,0,0,57,9,0,0,0,0.0,0.0,1.0
5247450,none,15,65,1,147,202,0.0,0.0,24,0,0,19,0,5,5,0,0,0,2,0,0,2,0,0,2,0,3,238,19,8,12,14,0,135,9,33,6,33,2,0,0,0,125,0,0,1,0,1.0,0.0,0.0
6211782,none,10,1,1,8,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,23,0,0,1,0,1.0,0.0,0.0
5585616,none,7,10,3,11,0,0.0,0.0,8,0,7,0,1,0,8,0,0,0,6,4,3,3,0,0,5,0,7,52,6,0,2,0,0,3,29,14,15,10,1,0,0,0,83,1,0,1,0,1.0,0.0,0.0
4369677,none,9,6,2,16,0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,4,33,1,0,3,0,0,1,1,8,1,7,4,0,0,0,21,16,0,1,0,0.0,1.0,0.0
8501968,none,13,6,2,15,0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,34,4,0,1,1,0,19,0,7,11,6,2,0,0,0,52,17,6,1,0,1.0,0.0,0.0
4762838,none,5,10,2,9,0,0.0,0.0,7,2,7,0,0,0,7,0,0,0,2,1,0,2,0,0,2,0,0,37,8,0,3,0,0,0,1,5,2,4,1,1,0,0,56,1,0,1,0,1.0,0.0,0.0
7935629,none,7,16,2,17,60,0.0,0.0,12,0,3,0,7,2,12,3,0,0,1,0,0,0,0,1,0,0,0,43,4,1,2,0,0,0,1,4,0,4,2,0,0,0,83,1025,0,1,0,1.0,0.0,0.0
8233737,none,3,6,1,4,0,0.0,0.0,4,0,3,0,1,0,4,0,0,0,4,0,0,0,4,0,3,0,0,30,4,0,1,0,0,0,0,6,0,4,1,0,0,0,31,1025,0,1,0,1.0,0.0,0.0
4645346,none,12,5,3,2,4,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,1,0,2,0,0,2,0,0,26,0,0,0,0,0,2,1,8,0,4,0,0,0,0,42,17,0,1,0,1.0,0.0,0.0
